"Taxon","Region","MinAge","MaxAge","Locality"
"Rhynchotherium tlascalae","North America",4.9,5.9,"California CC40_siteSet_1"
"Amebelodon floridanus","North America",4.9,5.9,"Gulf Coast GC13B_siteSet_1"
"Rhynchotherium tlascalae","North America",4.9,5.9,"Gulf Coast GC13B_siteSet_1"
"Rhynchotherium tlascalae","North America",4.9,5.9,"Northern Great Basin NB10_siteSet_1"
"Anancus kenyensis","Africa",5.7,5.7,"Alayla_siteSet_1"
"Deinotherium bozasi","Africa",5.7,5.7,"Alayla_siteSet_1"
"Primelephas korotorensis","Africa",5.7,5.7,"Alayla_siteSet_1"
"Deinotherium bozasi","Africa",5.7,5.7,"Asa Koma_siteSet_2"
"Anancus kenyensis","Africa",5.7,5.7,"Bikir Mali Koma_siteSet_1"
"Anancus kenyensis","Africa",5.7,5.7,"Digiba Dora_siteSet_1"
"Anancus kenyensis","Africa",5.2,5.6,"Kuseralee_siteSet_1"
"Deinotherium bozasi","Africa",5.2,5.6,"Kuseralee_siteSet_1"
"Primelephas korotorensis","Africa",5.2,5.6,"Kuseralee_siteSet_1"
"Deinotherium bozasi","Africa",5.54,5.6,"Saitune Dora_siteSet_1"
"Primelephas korotorensis","Africa",5.54,5.6,"Saitune Dora_siteSet_1"
"Stegotetrabelodon orbus","Africa",5.2,5.6,"Middle Awash - Kuseralee mbr._siteSet_1"
"Stegotetrabelodon orbus","Africa",5.54,5.6,"Middle Awash - Saitune Dora_siteSet_1"
"Anancus kenyensis","Africa",5,5.5,"Manonga 1_siteSet_1"
"Primelephas korotorensis","Africa",5,5.5,"Manonga 1_siteSet_1"
"Deinotherium bozasi","Africa",5,5.5,"Manonga 2_siteSet_1"
"Mammut borsoni","Asia",3.5,5.33,"Altan-Teli_siteSet_1"
"Deinotherium bozasi","Africa",3.6,5.33,"Albertine 2_siteSet_1"
"Loxodonta exoptata","Africa",3.6,5.33,"Albertine 2_siteSet_1"
"Stegodon kaisensis","Africa",3.6,5.33,"Albertine 2_siteSet_1"
"Anancus kenyensis","Africa",3.6,5.33,"Galili 1_siteSet_1"
"Deinotherium bozasi","Africa",3.6,5.33,"Galili 3_siteSet_1"
"Anancus osiris","Africa",3.6,5.33,"Kolinga_siteSet_1"
"Primelephas korotorensis","Africa",3.6,5.33,"Kolinga_siteSet_1"
"Primelephas korotorensis","Africa",3.6,5.33,"Kaperyon_siteSet_1"
"Mammuthus africanavus","Africa",3.6,5.33,"Koula_siteSet_1"
"Primelephas korotorensis","Africa",3.6,5.33,"Koula_siteSet_1"
"Loxodonta exoptata","Africa",3.6,5.33,"Mwambiti 1_siteSet_1"
"Mammut borsoni","Europe",2.6,5.33,"Belgorod-Dnestrovskij_siteSet_1"
"Anancus arvernensis","Asia",2.6,5.33,"Dzhenama_siteSet_1"
"Mammut borsoni","Asia",2.6,5.33,"Dzhenama_siteSet_1"
"Anancus arvernensis","Europe",2.6,5.33,"Farlandy_siteSet_1"
"Mammut borsoni","Europe",2.6,5.33,"Farlandy_siteSet_1"
"Mammut borsoni","Europe",4.42,5.33,"Goldashovka_siteSet_1"
"Stegodon elephantoides","Asia",2.6,5.33,"Gwebin_siteSet_1"
"Mammut borsoni","Europe",4.42,5.33,"Krasnoe_siteSet_1"
"Mammut borsoni","Europe",4.42,5.33,"Kryzhopol_siteSet_1"
"Anancus osiris","Africa",2.6,5.33,"Menzel Bourguiba_siteSet_1"
"Mammut borsoni","Africa",2.6,5.33,"Menzel Bourguiba_siteSet_1"
"Anancus kenyensis","Africa",3.36,5.33,"Bala Deino_siteSet_1"
"Deinotherium bozasi","Africa",2.6,5.33,"Bala Deino_siteSet_2"
"Anancus kenyensis","Africa",2.6,5.33,"Kanam East_siteSet_1"
"Deinotherium bozasi","Africa",2.6,5.33,"Kanam East_siteSet_1"
"Primelephas korotorensis","Africa",2.6,5.33,"Kanam East_siteSet_1"
"Deinotherium bozasi","Africa",2.6,5.33,"Kanam HC 845_siteSet_1"
"Deinotherium bozasi","Africa",2.6,5.33,"Kanam HC 869_siteSet_1"
"Anancus kenyensis","Africa",2.6,5.33,"Kanam West_siteSet_1"
"Deinotherium bozasi","Africa",2.6,5.33,"Kanam West_siteSet_1"
"Anancus ultimus","Africa",2.6,5.33,"Kubi Algi_siteSet_1"
"Elephas ekorensis","Africa",2.6,5.33,"Kubi Algi_siteSet_1"
"Loxodonta adaurora","Africa",2.6,5.33,"Kubi Algi_siteSet_1"
"Mammut borsoni","Europe",2.6,5.33,"Novye Dragusheny_siteSet_1"
"Mammut borsoni","Europe",2.6,5.33,"Peschanaja_siteSet_1"
"Mammut borsoni","Europe",2.6,5.33,"Pichugino 2_siteSet_1"
"Mammut borsoni","Europe",4.42,5.33,"Podgornoe_siteSet_1"
"Mammut borsoni","Europe",3.5,5.33,"Repjevka_siteSet_1"
"Mammut borsoni","Europe",4.42,5.33,"Shirokaja_siteSet_1"
"Anancus arvernensis","Europe",2.6,5.33,"Starovo_siteSet_1"
"Mammut borsoni","Europe",2.6,5.33,"Starovo_siteSet_1"
"Mammut borsoni","Europe",2.6,5.33,"Stavrovo_siteSet_1"
"Mammut borsoni","Europe",4.42,5.33,"Timkovo_siteSet_1"
"Mammut borsoni","Europe",2.6,5.33,"Usatovo_siteSet_1"
"Mammut borsoni","Europe",4.42,5.33,"Zhmerinka_siteSet_1"
"Mammuthus subplanifrons","Africa",3.6,5.33,"Vaal River_siteSet_1"
"Stegodibelodon schneideri","Africa",3.6,5.33,"Kolinga_siteSet_1"
"Sinomastodon sendaicus","Asia",4.5,5.33,"Kitayama 3–7, Sendai_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Alcoy_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Alcoy-Mina_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Celleneuve_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Dorkovo_siteSet_1"
"Mammut borsoni","Europe",4.2,5.3,"Dorkovo_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Gödöllö_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Gorafe 1_siteSet_1"
"Anancus ultimus","Africa",4.2,5.3,"Kolle_siteSet_1"
"Stegodon kaisensis","Africa",4.2,5.3,"Kolle_siteSet_1"
"Deinotherium bozasi","Africa",4.2,5.3,"Apak (Lothagam)_siteSet_1"
"Elephas ekorensis","Africa",4.2,5.3,"Apak (Lothagam)_siteSet_1"
"Anancus kenyensis","Africa",4.2,5.3,"Kossom Bougoudi_siteSet_1"
"Primelephas korotorensis","Africa",4.2,5.3,"Kossom Bougoudi_siteSet_1"
"Stegodon kaisensis","Africa",4.2,5.3,"Kossom Bougoudi_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Kosyakino_siteSet_1"
"Loxodonta adaurora","Africa",4.2,5.3,"Apak (Lothagam)_siteSet_1"
"Anancus sinensis","Asia",3.4,5.3,"Lingtai-xiaoshigou-3_siteSet_1"
"Sinomastodon huananensis","Asia",2.6,5.3,"Mianxian-yangjiawan_siteSet_1"
"Stegodon zdanskyi","Asia",2.6,5.3,"Mianxian-yangjiawan_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Montpellier_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Peralejos E_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Saint Laurent des Arbres_siteSet_1"
"Primelephas korotorensis","Africa",4.2,5.3,"Shoshamagai 2_siteSet_1"
"Mammuthus subplanifrons","Africa",4.2,5.3,"Sinda 14_siteSet_1"
"Stegodon kaisensis","Africa",4.2,5.3,"Sinda 14_siteSet_1"
"Mammuthus subplanifrons","Africa",4.2,5.3,"Sinda All_siteSet_1"
"Stegodon kaisensis","Africa",4.2,5.3,"Sinda All_siteSet_1"
"Anancus arvernensis","Europe",4.2,5.3,"Trévoux_siteSet_1"
"Sinomastodon huananensis","Asia",2.6,5.3,"Yangxian_siteSet_1"
"Mammut borsoni","Asia",3.4,5.3,"Yushe-Gaozhuang_siteSet_1"
"Stegodon zdanskyi","Asia",3.4,5.3,"Yushe-Gaozhuang_siteSet_1"
"Anancus sinensis","Asia",3.4,5.3,"Yushe-Nihecun(L25)_siteSet_1"
"Anancus kenyensis","Africa",4.9,5.2,"Agera Gawtu_siteSet_1"
"Deinotherium bozasi","Africa",5.2,5.2,"Amba East_siteSet_1"
"Primelephas korotorensis","Africa",5.2,5.2,"Amba East_siteSet_1"
"Anancus kenyensis","Africa",5.2,5.2,"Amba West_siteSet_1"
"Deinotherium bozasi","Africa",5.2,5.2,"Amba West_siteSet_1"
"Loxodonta cookei","Africa",5.15,5.15,"Langebaanweg (LQSM + MPPM)_siteSet_1"
"Mammuthus subplanifrons","Africa",5.15,5.15,"Langebaanweg (LQSM + MPPM)_siteSet_1"
"Mammuthus subplanifrons","Africa",4,5,"Chiwondo 1_siteSet_1"
"Mammuthus subplanifrons","Africa",4,5,"Chiwondo 3 (Unit 2B)_siteSet_1"
"Stegotetrabelodon orbus","Africa",4.2,5,"Lothagam - Apak Mb._siteSet_1"
"Stegotetrabelodon orbus","Africa",4.2,5,"Lothagam-Nawata fm/Apak mbr_siteSet_1"
"Anancus sinensis","Asia",3.6,4.9,"Yushe_siteSet_2"
"Mammut borsoni","Asia",3.6,4.9,"Yushe_siteSet_2"
"Sinomastodon intermedius","Asia",3.6,4.9,"Yushe_siteSet_2"
"Stegomastodon mirificus","North America",2.5,4.9,"California CC43A_siteSet_1"
"Stegomastodon mirificus","North America",2.5,4.9,"Central Great Plains CP117B_siteSet_1"
"Stegomastodon primitivus","North America",2.5,4.9,"Central Great Plains CP118_siteSet_1"
"Stegomastodon mirificus","North America",2.5,4.9,"Central Great Plains CP128C_siteSet_1"
"Stegomastodon primitivus","North America",2.5,4.9,"Central Great Plains CP128C_siteSet_1"
"Stegomastodon mirificus","North America",2.5,4.9,"Southern Great Basin SB12_siteSet_1"
"Stegomastodon mirificus","North America",2.5,4.9,"Southern Great Basin SB15A_siteSet_1"
"Stegomastodon primitivus","North America",2.5,4.9,"Southern Great Basin SB35B_siteSet_1"
"Stegomastodon mirificus","North America",2.5,4.9,"Southern Great Basin SB38IIB_siteSet_1"
"Stegomastodon mirificus","North America",2.5,4.9,"Southern Great Basin SB38IIC_siteSet_1"
"Stegomastodon primitivus","North America",1.9,4.9,"Southern Great Basin SB63II_siteSet_1"
"Mammut americanum","North America",1.8,4.9,"Asphalto Number 2_siteSet_1"
"Mammut americanum","North America",1.8,4.9,"Elephant Butte Reservoir_siteSet_1"
"Mammut americanum","North America",1.8,4.9,"Fish Spring Flat (UCMP V-93056)_siteSet_1"
"Mammut americanum","North America",1.8,4.9,"Inglis IA_siteSet_1"
"Mammut americanum","North America",1.8,4.9,"Keefe Canyon_siteSet_1"
"Mammut americanum","North America",1.8,4.9,"North Dome (Pliomastodon Locality)_siteSet_1"
"Mammut americanum","North America",1.8,4.9,"Saw Rock Canyon (Upper)_siteSet_1"
"Mammut americanum","North America",1.8,4.9,"White Bluffs_siteSet_1"
"Anancus arvernensis","Asia",3.5,4.87,"Kojbyn river_siteSet_1"
"Anancus kazachstanensis","Asia",3.875,4.825,"Ajgyrzhal_siteSet_1"
"Anancus kazachstanensis","Asia",3.875,4.825,"Zhabyrtau_siteSet_1"
"Anancus kenyensis","Africa",4.32,4.51,"As Duma_siteSet_1"
"Elephas ekorensis","Africa",4,4.5,"Manonga 3_siteSet_1"
"Loxodonta exoptata","Africa",4,4.5,"Manonga 3_siteSet_1"
"Anancus arvernensis","Asia",2.6,4.42,"Fort Aleksandrovskij_siteSet_1"
"Anancus arvernensis","Europe",3.5,4.42,"Odessa 3_siteSet_1"
"Anancus ultimus","Africa",3.85,4.4,"Lower Laetoli Beds_siteSet_1"
"Deinotherium bozasi","Africa",3.94,4.35,"Southern Allia Bay Plains_siteSet_1"
"Anancus kenyensis","Africa",3.6,4.2,"Galili 2_siteSet_1"
"Deinotherium bozasi","Africa",3.6,4.2,"Galili 2_siteSet_1"
"Loxodonta adaurora","Africa",3.6,4.2,"Galili 2_siteSet_1"
"Loxodonta exoptata","Africa",3.6,4.2,"Galili 2_siteSet_1"
"Anancus kenyensis","Africa",3.6,4.2,"Galili 4_siteSet_1"
"Deinotherium bozasi","Africa",3.6,4.2,"Galili 4_siteSet_1"
"Elephas ekorensis","Africa",3.6,4.2,"Galili 4_siteSet_1"
"Loxodonta adaurora","Africa",3.6,4.2,"Galili 4_siteSet_1"
"Loxodonta exoptata","Africa",3.6,4.2,"Galili 4_siteSet_1"
"Anancus arvernensis","Europe",3.4,4.2,"Capeni_siteSet_1"
"Mammut borsoni","Europe",3.4,4.2,"Capeni_siteSet_1"
"Anancus osiris","Africa",3.4,4.2,"Garaet Ichkeul_siteSet_1"
"Mammuthus africanavus","Africa",3.4,4.2,"Garaet Ichkeul_siteSet_1"
"Elephas planifrons","Europe",2.275,4.2,"Groznyj (Solenyj)_siteSet_1"
"Anancus arvernensis","Europe",3.4,4.2,"Ivanovce_siteSet_1"
"Mammut borsoni","Europe",3.4,4.2,"Ivanovce_siteSet_1"
"Anancus kenyensis","Africa",3.4,4.2,"Ekora_siteSet_1"
"Deinotherium bozasi","Africa",3.4,4.2,"Ekora_siteSet_1"
"Elephas ekorensis","Africa",3.4,4.2,"Ekora_siteSet_1"
"Loxodonta adaurora","Africa",3.4,4.2,"Ekora_siteSet_1"
"Anancus arvernensis","Europe",2.275,4.2,"Malgobek_siteSet_1"
"Anancus arvernensis","Europe",3.4,4.2,"Odessa Catacombs_siteSet_1"
"Anancus arvernensis","Europe",3.4,4.2,"Perpignan_siteSet_1"
"Mammut borsoni","Europe",3.4,4.2,"Perpignan_siteSet_1"
"Anancus arvernensis","Europe",3.4,4.2,"Sugas-Bai_siteSet_1"
"Anancus arvernensis","Europe",3.4,4.2,"Varghis_siteSet_1"
"Mammut borsoni","Europe",3.4,4.2,"Varghis_siteSet_1"
"Anancus arvernensis","Europe",3.4,4.2,"Wölfersheim_siteSet_1"
"Mammut borsoni","Europe",3.4,4.2,"Wölfersheim_siteSet_1"
"Deinotherium bozasi","Africa",4.07,4.17,"Kanapoi_siteSet_1"
"Elephas ekorensis","Africa",4.07,4.17,"Kanapoi_siteSet_1"
"Loxodonta adaurora","Africa",4.07,4.17,"Kanapoi_siteSet_1"
"Loxodonta adaurora","Africa",3.4,3.94,"Sibilot 2_siteSet_1"
"Deinotherium bozasi","Africa",3.4,3.94,"South Turkwell_siteSet_1"
"Loxodonta adaurora","Africa",3.4,3.94,"South Turkwell_siteSet_1"
"Loxodonta adaurora","Africa",3.4,3.9,"Koobi Fora (Moiti)_siteSet_1"
"Deinotherium bozasi","Africa",3,3.9,"Kaiyumung_siteSet_1"
"Elephas ekorensis","Africa",3,3.9,"Kaiyumung_siteSet_1"
"Loxodonta adaurora","Africa",3,3.9,"Kaiyumung_siteSet_1"
"Loxodonta exoptata","Africa",3.58,3.85,"Upper Laetoli Beds_siteSet_1"
"Anancus ultimus","Africa",3.58,3.85,"Upper Laetoli Beds_siteSet_1"
"Elephas ekorensis","Africa",3.2,3.8,"Woranso-Mille_siteSet_1"
"Elephas planifrons","Asia",1.95,3.6,"Rato Khola 2_siteSet_1"
"Stegodon bombifrons","Asia",1.95,3.6,"Rato Khola 2_siteSet_1"
"Elephas planifrons","Asia",1.95,3.6,"Surai Khola 3_siteSet_1"
"Mammuthus africanavus","Africa",2.588,3.6,"Garet et Tir_siteSet_1"
"Deinotherium bozasi","Africa",3.4,3.6,"Karari Ridge 1_siteSet_1"
"Deinotherium bozasi","Africa",3.4,3.6,"Loruth Kaado 1_siteSet_1"
"Loxodonta adaurora","Africa",3.4,3.6,"Loruth Kaado 1_siteSet_1"
"Deinotherium bozasi","Africa",3.4,3.6,"Sibilot 3_siteSet_1"
"Loxodonta exoptata","Africa",3.4,3.6,"Sibilot 3_siteSet_1"
"Mammuthus africanavus","Africa",2.588,3.6,"Oued Akrech_siteSet_1"
"Deinotherium bozasi","Africa",3.44,3.6,"Shungura A_siteSet_1"
"Elephas planifrons","Africa",3.44,3.6,"Shungura A_siteSet_1"
"Loxodonta adaurora","Africa",3.44,3.6,"Shungura A_siteSet_1"
"Stegodon sompoensis","Asia",2.588,3.6,"Batuasange_siteSet_1"
"Stegodon sompoensis","Asia",2.588,3.6,"Bulu Barere_siteSet_1"
"Stegodon sompoensis","Asia",2.588,3.6,"Bulu Cepo_siteSet_1"
"Stegodon sompoensis","Asia",2.588,3.6,"Celeko_siteSet_1"
"Stegoloxodon celebensis","Asia",2.588,3.6,"Celeko_siteSet_1"
"Stegoloxodon celebensis","Asia",2.588,3.6,"Ciangkange_siteSet_1"
"Stegodon sompoensis","Asia",2.588,3.6,"FVL-11_siteSet_1"
"Stegoloxodon celebensis","Asia",2.588,3.6,"FVL-11_siteSet_1"
"Stegodon sompoensis","Asia",2.588,3.6,"FVL-16 & FVL-17_siteSet_1"
"Stegodon sompoensis","Asia",2.588,3.6,"Lakibong_siteSet_1"
"Stegoloxodon celebensis","Asia",2.588,3.6,"Lakibong_siteSet_1"
"Stegoloxodon celebensis","Asia",2.588,3.6,"Lepangen_siteSet_1"
"Stegoloxodon celebensis","Asia",2.588,3.6,"Malare_siteSet_1"
"Stegodon sompoensis","Asia",2.588,3.6,"Palangiseng_siteSet_1"
"Stegoloxodon celebensis","Asia",2.588,3.6,"Sare Batue_siteSet_1"
"Stegodon sompoensis","Asia",2.588,3.6,"Sompe_siteSet_1"
"Stegoloxodon celebensis","Asia",2.588,3.6,"Sompe_siteSet_1"
"Stegoloxodon celebensis","Asia",2.588,3.6,"Tinco_siteSet_1"
"Loxodonta exoptata","Africa",2.6,3.56,"Albertine 9_siteSet_1"
"Mammuthus meridionalis","Africa",2.6,3.56,"Bel Hacel_siteSet_1"
"Elephas ekorensis","Africa",2.6,3.56,"Chiwondo 1_siteSet_2"
"Elephas atavus","Africa",2.6,3.56,"Chiwondo 2 (Unit 3A)_siteSet_1"
"Elephas ekorensis","Africa",2.95,3.56,"Dikika_siteSet_1"
"Deinotherium bozasi","Africa",2.6,3.56,"Mursi_siteSet_1"
"Loxodonta adaurora","Africa",2.6,3.56,"Mursi_siteSet_1"
"Anancus perimensis","Asia",2.6,3.56,"Tatrot_siteSet_1"
"Platelephas platycephalus","Asia",2.6,3.56,"Tatrot_siteSet_1"
"Stegodon bombifrons","Asia",2.6,3.56,"Tatrot_siteSet_1"
"Stegodon insignis","Asia",2.6,3.56,"Tatrot_siteSet_1"
"Deinotherium bozasi","Africa",2.6,3.56,"Usno_siteSet_1"
"Elephas ekorensis","Africa",2.6,3.56,"Usno_siteSet_1"
"Deinotherium bozasi","Africa",2.6,3.56,"Usno 2_siteSet_1"
"Elephas ekorensis","Africa",2.6,3.56,"Usno 2_siteSet_1"
"Loxodonta adaurora","Africa",2.6,3.56,"Usno 2_siteSet_1"
"Loxodonta adaurora","Africa",2.6,3.56,"Vogel River_siteSet_1"
"Loxodonta exoptata","Africa",2.6,3.56,"Vogel River_siteSet_1"
"Loxodonta exoptata","Africa",3,3.5,"Bahrel Ghazal_siteSet_1"
"Stegodon kaisensis","Africa",3,3.5,"Koro Toro_siteSet_1"
"Elephas planifrons","Asia",2.5,3.5,"Uttarbeni?Parmandal (lower)_siteSet_1"
"Stegodon insignis","Asia",2.5,3.5,"Uttarbeni?Parmandal (lower)_siteSet_1"
"Mammut borsoni","Europe",2.6,3.5,"Milia_siteSet_1"
"Mammut borsoni","Europe",2.6,3.5,"Ajdyrlja_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.5,"Berdjansk_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.5,"Ljapino_siteSet_1"
"Mammuthus meridionalis","Europe",2.6,3.5,"Ljapino_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.5,"Nikolaevka_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.5,"Rostov (na Donu) - Taganrog_siteSet_1"
"Mammuthus gromovi","Europe",2.5,3.5,"Rostov (na Donu) - Taganrog_siteSet_2"
"Anancus arvernensis","Europe",2.6,3.5,"Zhdanov_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.5,"Zhevakhova Gora_siteSet_1"
"Deinotherium bozasi","Africa",3.2,3.446,"Sidi Hakoma (Hadar)_siteSet_1"
"Elephas ekorensis","Africa",3.2,3.446,"Sidi Hakoma (Hadar)_siteSet_1"
"Loxodonta adaurora","Africa",3.2,3.446,"Sidi Hakoma (Hadar)_siteSet_1"
"Deinotherium bozasi","Africa",2.91,3.44,"Omo 1_siteSet_1"
"Elephas atavus","Africa",2.91,3.44,"Omo 1_siteSet_1"
"Deinotherium bozasi","Africa",2.91,3.44,"Omo 2_siteSet_1"
"Elephas atavus","Africa",2.91,3.44,"Omo 2_siteSet_1"
"Loxodonta adaurora","Africa",2.53,3.44,"Lomekwi_siteSet_1"
"Deinotherium bozasi","Africa",2.91,3.44,"Shungura B_siteSet_1"
"Elephas atavus","Africa",2.91,3.44,"Shungura B_siteSet_1"
"Stegodon kaisensis","Africa",2.91,3.44,"Shungura B_siteSet_1"
"Mammuthus africanavus","Africa",2.6,3.4,"Ain Brimba_siteSet_1"
"Mammuthus rumanus","Europe",2.6,3.4,"Cernatesti_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Covrigi_siteSet_1"
"Mammut borsoni","Europe",2.6,3.4,"Covrigi_siteSet_1"
"Anancus osiris","Africa",2.6,3.4,"Djebel Mellah_siteSet_1"
"Anancus kazachstanensis","Asia",3,3.4,"Esekartkan_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Etouaires_siteSet_1"
"Mammut borsoni","Europe",2.6,3.4,"Etouaires_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Groserea_siteSet_1"
"Mammut borsoni","Europe",2.6,3.4,"Groserea_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Hajnácka_siteSet_1"
"Mammut borsoni","Europe",2.6,3.4,"Hajnácka_siteSet_1"
"Stegodon orientalis","Asia",2.6,3.4,"Hang Hum I_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Iaras-1_siteSet_1"
"Mammut borsoni","Europe",2.6,3.4,"Iaras-1_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Illieni_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Kisláng_siteSet_1"
"Mammut borsoni","Europe",2.6,3.4,"Kisláng_siteSet_1"
"Anancus arvernensis","Asia",2.6,3.4,"Kvabebi_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"La Higueruelas_siteSet_1"
"Anancus arvernensis","Europe",1.95,3.4,"Lisa_siteSet_1"
"Deinotherium bozasi","Africa",2.64,3.4,"Il Naibar 3_siteSet_1"
"Deinotherium bozasi","Africa",2.64,3.4,"Koobi Fora Ridge 1_siteSet_1"
"Loxodonta adaurora","Africa",2.52,3.4,"Lomekwi 4_siteSet_1"
"Deinotherium bozasi","Africa",2.52,3.4,"Lomekwi 5_siteSet_1"
"Loxodonta adaurora","Africa",2.52,3.4,"Lomekwi 5_siteSet_1"
"Deinotherium bozasi","Africa",2.6,3.4,"Lomekwi 9_siteSet_1"
"Deinotherium bozasi","Africa",2.64,3.4,"Sibilot 4_siteSet_1"
"Loxodonta exoptata","Africa",2.64,3.4,"Sibilot 4_siteSet_1"
"Anancus arvernensis","Europe",1.95,3.4,"Nova Vieska_siteSet_1"
"Mammut borsoni","Europe",1.95,3.4,"Nova Vieska_siteSet_1"
"Anancus arvernensis","Europe",1.95,3.4,"Strekov_siteSet_1"
"Mammut borsoni","Europe",1.95,3.4,"Strekov_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Triversa (Fornace RDB)_siteSet_1"
"Mammut borsoni","Europe",2.6,3.4,"Triversa (Fornace RDB)_siteSet_1"
"Anancus arvernensis","Europe",1.95,3.4,"Triversa F.U_siteSet_1"
"Mammut borsoni","Europe",1.95,3.4,"Triversa F.U_siteSet_1"
"Mammuthus rumanus","Europe",2.6,3.4,"Tulucesti_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Včeláre 2_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Vialette_siteSet_1"
"Mammut borsoni","Europe",2.6,3.4,"Vialette_siteSet_1"
"Anancus arvernensis","Europe",2.6,3.4,"Villaroya_siteSet_1"
"Stegolophodon stegodontoides","Asia",2.6,3.4,"Yuanmou-dabanguo_siteSet_1"
"Anancus sinensis","Asia",2.6,3.4,"Yushe-Yuncu-Zhaozhuang_siteSet_1"
"Stegodon elephantoides","Asia",1.5,3.4,"Irrawaddy 1_siteSet_3"
"Stegodon huananensis","Asia",2.6,3.4,"Baoshan_siteSet_1"
"Stegodon huananensis","Asia",2.6,3.4,"Yanyuan_siteSet_1"
"Stegodon huananensis","Asia",2.6,3.4,"Yongren_siteSet_1"
"Stegodon huananensis","Asia",2.6,3.4,"Zhaotong_siteSet_1"
"Deinotherium bozasi","Africa",3.18,3.22,"Denen Dora (Hadar)_siteSet_1"
"Elephas ekorensis","Africa",3.18,3.22,"Denen Dora (Hadar)_siteSet_1"
"Loxodonta adaurora","Africa",3.18,3.22,"Denen Dora (Hadar)_siteSet_1"
"Loxodonta exoptata","Africa",3.18,3.22,"Denen Dora (Hadar)_siteSet_1"
"Anancus ultimus","Africa",2.6,3.1,"Makapansgat 4_siteSet_1"
"Stegoloxodon indonesicus","Asia",2,3,"Cijulang_siteSet_1"
"Anancus arvernensis","Asia",2.433,2.917,"Aktau upper_siteSet_1"
"Anancus sinensis","Asia",2.433,2.917,"Aktau upper_siteSet_1"
"Mammuthus gromovi","Asia",2.433,2.917,"Kuruksaj_siteSet_1"
"Anancus arvernensis","Asia",2.433,2.917,"Saty upper_siteSet_1"
"Deinotherium bozasi","Africa",2.53,2.91,"Shungura C_siteSet_1"
"Loxodonta adaurora","Africa",2.53,2.91,"Shungura C_siteSet_1"
"Deinotherium bozasi","Africa",2.7,2.88,"Kada Hadar_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.675,"Kapetanios_siteSet_1"
"Anancus arvernensis","Europe",1.95,2.675,"Noordzee I_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.675,"Noordzee I_siteSet_1"
"Anancus arvernensis","Europe",1.95,2.675,"Oosterschelde_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.675,"Oosterschelde_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.675,"Tegelen_siteSet_1"
"Loxodonta exoptata","Africa",2.32,2.66,"Laetoli_18_siteSet_1"
"Loxodonta exoptata","Africa",2.32,2.66,"Laetoli_14_siteSet_1"
"Deinotherium bozasi","Africa",1.78,2.64,"Il Naibar 4_siteSet_1"
"Mammuthus meridionalis","Africa",2.6,2.6,"Bel Hacel_siteSet_2"
"Anancus arvernensis","Europe",1.98,2.6,"Costa San Giacomo FU_siteSet_1"
"Mammuthus meridionalis","Europe",1.98,2.6,"Costa San Giacomo FU_siteSet_1"
"Mammuthus meridionalis","Europe",2.1,2.6,"Huélago_siteSet_1"
"Anancus arvernensis","Europe",2.32,2.6,"Montopoli FU_siteSet_1"
"Mammuthus meridionalis","Europe",2.32,2.6,"Montopoli FU_siteSet_1"
"Anancus kazachstanensis","Asia",1.95,2.6,"Adyrgan_siteSet_1"
"Anancus osiris","Africa",1.95,2.6,"Ain Boucherit_siteSet_1"
"Mammuthus africanavus","Africa",1.95,2.6,"Ain Boucherit_siteSet_1"
"Anancus arvernensis","Europe",1.95,2.6,"Chilhac_siteSet_1"
"Mammuthus meridionalis","Europe",1.95,2.6,"Chilhac_siteSet_1"
"Anancus arvernensis","Europe",1.95,2.6,"Coupet_siteSet_1"
